OBJECTNUMMER;Adres;Postcode;STADSDEEL_CODE;GEBIED22_CODE;Gebouwnaam;Bruto_vloeroppervlak;Leegstand_bvo;Leegstand_perc;Huidige_functie;Toekomstige_functie;Transformatiefase;Transformatiewijze;Startbouw;Aantal_woningen;Website;COORDS;LNG;LAT;
603;"Paasheuvelweg 25";"1105BP";"T";"DX20";"";33000;16000;50;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";2016;0;"";"POINT(4.954196 52.297649)";"4,954196";"52,297649";
604;"Pietersbergweg 1-15";"1105BM";"T";"DX20";"Trinity buildings A";3000;1500;50;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.955705 52.299219)";"4,955705";"52,299219";
606;"Paalbergweg 42";"1105BV";"T";"DX20";"";2100;0;0;"Kantoor";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2017;35;"";"POINT(4.954581 52.298738)";"4,954581";"52,298738";
608;"Reigersbos 89-107 / Rossumplein 1";"1106AR";"T";"DX22";"";4800;4800;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.976287 52.296137)";"4,976287";"52,296137";
609;"Reigersbos 88";"1106AS";"T";"DX22";"";1500;1500;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.975569 52.296153)";"4,975569";"52,296153";
626;"Derkinderenstraat 2-24";"";"F";"DX09";"Trivium";9408;4400;47;"Kantoor";"Kantoor";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.841012 52.358573)";"4,841012";"52,358573";
726;"Broekergouw 1 / Uilengouw 5-29";"1027EZ";"N";"DX19";"";0;0;0;"Bedrijf";"Wonen";"3 - In uitvoering";"B - Sloop - Nieuwbouw";2016;19;"";"POINT(4.967355 52.411020)";"4,967355";"52,411020";
646;"Sara Burgerhartstraat 25";"";"E";"";"";0;0;0;"Kantoor";"Wonen";"4 - Gerealiseerd";"C - Verbouw andere functie";0;224;"";"POINT(4.846222 52.383355)";"4,846222";"52,383355";
779;"Linnaeusstraat 35F";"";"M";"DX10";"";0;0;0;"Kantoor";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;89;"";"POINT(4.924494 52.361830)";"4,924494";"52,361830";
648;"Erasmusgracht 24 - 28";"1055BJ";"E";"DX04";"Augustinahof";0;0;0;"Religie";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;16;"";"POINT(4.853291 52.376927)";"4,853291";"52,376927";
781;"Admiraal Ruijterweg 408";"";"E";"DX04";"parochie boomkerk";1668;0;0;"Religie";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;34;"";"POINT(4.850378 52.383249)";"4,850378";"52,383249";
651;"Zandpad 3A";"";"E";"DX05";"";0;0;0;"Maatschappelijk";"Wonen";"2 - In onderzoek - voorbereiding";"E - Transformatiewijze nader te bepalen";0;12;"";"POINT(4.879052 52.361332)";"4,879052";"52,361332";
652;"Tesselschadestraat 31";"";"E";"DX05";"";1000;0;0;"Kantoor";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;8;"";"POINT(4.878059 52.362319)";"4,878059";"52,362319";
653;"Schaafstraat 21";"";"N";"DX18";"";0;0;0;"Bedrijf";"Wonen";"9 - Fase nader te bepalen";"E - Transformatiewijze nader te bepalen";2018;0;"";"POINT(4.924270 52.385293)";"4,924270";"52,385293";
654;"Hamerstraat 22";"";"N";"DX18";"";0;0;0;"Bedrijf";"Wonen";"9 - Fase nader te bepalen";"E - Transformatiewijze nader te bepalen";2018;0;"";"POINT(4.922358 52.384935)";"4,922358";"52,384935";
655;"Spijkerkade 4";"";"N";"";"";0;0;0;"Bedrijf";"Wonen";"9 - Fase nader te bepalen";"E - Transformatiewijze nader te bepalen";2018;0;"";"POINT(4.920844 52.384758)";"4,920844";"52,384758";
656;"Korte Papaverweg 15";"";"N";"";"";0;0;0;"Bedrijf";"Wonen";"9 - Fase nader te bepalen";"E - Transformatiewijze nader te bepalen";2018;0;"";"POINT(4.911130 52.394101)";"4,911130";"52,394101";
660;"Dam 5c - 5v";"";"A";"A00";"";0;0;0;"Kantoor";"Wonen";"9 - Fase nader te bepalen";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.8941620 52.3730660)";"4,8941620";"52,3730660";
661;"Weesperzijde 150";"";"M";"DX15";"London";6480;0;0;"Commercieel";"Commercieel - Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.913635 52.348256)";"4,913635";"52,348256";
680;"Daalwijk 17-23";"1102AA";"T";"DX20";"";0;0;0;"Commercieel";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;37;"";"POINT(4.951259 52.320487)";"4,951259";"52,320487";
665;"Sarphatistraat 82";"";"A";"DX02";"";0;0;0;"Kantoor - Wonen";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;5;"";"POINT(4.909982 52.361558)";"4,909982";"52,361558";
666;"Oudezijds Voorburgwal 302";"";"A";"";"";0;0;0;"Kantoor - Wonen";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;4;"";"POINT(4.894219 52.370367)";"4,894219";"52,370367";
668;"Herengracht 418";"";"A";"DX02";"";738;0;0;"Kantoor";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;3;"";"POINT(4.887385 52.366839)";"4,887385";"52,366839";
669;"Tesselschadestraat 15";"";"E";"DX05";"";0;0;0;"Kantoor";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;3;"";"POINT(4.878691 52.361969)";"4,878691";"52,361969";
671;"Wenslauerstraat 1";"";"E";"DX05";"";0;0;0;"Onderwijs - Wonen";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2017;8;"";"POINT(4.865707 52.367567)";"4,865707";"52,367567";
672;"Tweede van der Helststraat 2A";"";"K";"DX12";"";0;0;0;"Kantoor";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;3;"";"POINT(4.894549 52.352984)";"4,894549";"52,352984";
673;"Jan Luijkenstraat 2";"";"K";"DX10";"";0;0;0;"Kantoor";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;4;"";"POINT(4.884383 52.360821)";"4,884383";"52,360821";
675;"Weesperzijde 100";"";"M";"DX13";"";0;0;0;"Kantoor";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;3;"";"POINT(4.911593 52.351764)";"4,911593";"52,351764";
676;"Metaalbewerkerweg 1";"1032KW";"N";"DX18";"";0;0;0;"Kantoor";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;3;"";"POINT(4.907770 52.400873)";"4,907770";"52,400873";
678;"Haarlemmerweg 508-510";"";"E";"DX03";"ING";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2019;215;"";"POINT(4.854434 52.385619)";"4,854434";"52,385619";
790;"Wenslauerstraat 22";"";"E";"DX05";"";0;0;0;"Bedrijf";"Wonen";"2 - In onderzoek - voorbereiding";"B - Sloop - Nieuwbouw";2017;12;"";"POINT(4.865235 52.367501)";"4,865235";"52,367501";
683;"Ingenhouszhof 15";"";"M";"DX15";"";2733;0;0;"Maatschappelijk";"Wonen";"9 - Fase nader te bepalen";"E - Transformatiewijze nader te bepalen";0;124;"";"POINT(4.934659 52.347001)";"4,934659";"52,347001";
684;"Hullenbergweg 1-3";"";"T";"DX20";"Ruby point";5300;5300;100;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.948633 52.303632)";"4,948633";"52,303632";
685;"Zeeburgerpad 38-43";"";"M";"DX14";"";0;0;0;"Bedrijf";"Wonen";"9 - Fase nader te bepalen";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.936407 52.367020)";"4,936407";"52,367020";
686;"Bos en Lommerplantsoen 1";"";"E";"DX04";"GAK-middenkern";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;120;"";"POINT(4.844419 52.376412)";"4,844419";"52,376412";
687;"Kolksteeg 2";"1012TP";"A";"";"";0;0;0;"Onbekend";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;6;"";"POINT(4.895515 52.376173)";"4,895515";"52,376173";
688;"Laurierstraat 68";"1016PN";"A";"";"";0;0;0;"Commercieel";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;4;"";"POINT(4.881277 52.372375)";"4,881277";"52,372375";
689;"Oudezijds Voorburgwal 330 / Gebed Zonder End";"1012GM";"A";"DX01";"";0;0;0;"Hotel";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;5;"";"POINT(4.893940 52.369455)";"4,893940";"52,369455";
690;"Nieuwezijds Voorburgwal 116";"1012SH";"A";"DX01";"scientologiekerk";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;12;"";"POINT(4.891830 52.375502)";"4,891830";"52,375502";
691;"Kloveniersburgwal 41";"";"A";"";"";0;0;0;"Kantoor";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;4;"";"POINT(4.899023 52.370824)";"4,899023";"52,370824";
692;"Nieuwezijds voorburgwal 159";"1012 R";"A";"";"";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;2;"";"POINT(4.891025 52.372482)";"4,891025";"52,372482";
693;"Kloveniersburgwal 7";"1011GJ";"A";"DX02";"";0;0;0;"Commercieel";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;5;"";"POINT(4.900090 52.371925)";"4,900090";"52,371925";
694;"Kalverstraat 164";"1012XJ";"A";"DX01";"";0;0;0;"Commercieel";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;3;"";"POINT(4.891122 52.368537)";"4,891122";"52,368537";
695;"Hoogte kadijk 410";"1018BW";"A";"DX02";"";800;0;0;"Commercieel";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;4;"";"POINT(4.922890 52.366382)";"4,922890";"52,366382";
696;"Kloveniersburgwal 23 / Klovenierssteeg";"1011JV";"A";"";"";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;0;"";"POINT(4.899752 52.371561)";"4,899752";"52,371561";
697;"Lange leidsedwarsstraat 35";"1017NG";"A";"";"";0;0;0;"Commercieel";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;13;"";"POINT(4.884437 52.364170)";"4,884437";"52,364170";
698;"Oostenburgervoorstraat 63 - 69";"1018MP";"A";"";"";0;0;0;"Bedrijf";"Wonen";"3 - In uitvoering";"B - Sloop - Nieuwbouw";2016;7;"";"POINT(4.923756 52.370034)";"4,923756";"52,370034";
699;"Elandsstraat 44";"1016SG";"A";"";"";0;0;0;"Kantoor";"Wonen";"3 - In uitvoering";"B - Sloop - Nieuwbouw";2016;12;"";"POINT(4.880650 52.370554)";"4,880650";"52,370554";
700;"Lindengracht 83";"1015KD";"A";"";"OBS jan Ligthart";0;0;0;"Onderwijs";"Wonen";"3 - In uitvoering";"B - Sloop - Nieuwbouw";2016;4;"";"POINT(4.885107 52.380086)";"4,885107";"52,380086";
702;"Kalfjeslaan 376";"";"K";"";"AMOS";500;0;0;"Maatschappelijk";"Religie";"2 - In onderzoek - voorbereiding";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.859090 52.322376)";"4,859090";"52,322376";
703;"Tweede constantijn Huygensstraat 48";"1054CV";"E";"DX05";"";0;0;0;"Commercieel";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;3;"";"POINT(4.873166 52.362750)";"4,873166";"52,362750";
704;"Admiraal de Ruijterweg 226";"1055ML";"E";"DX04";"";837;0;0;"Kantoor";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;8;"";"POINT(4.857921 52.377532)";"4,857921";"52,377532";
707;"Emmastraat 33-37";"";"K";"";"Emmahof";0;0;0;"Maatschappelijk";"Maatschappelijk";"2 - In onderzoek - voorbereiding";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.870462 52.353095)";"4,870462";"52,353095";
708;"Ruysdaelstraat 32-36";"";"K";"";"";0;0;0;"Commercieel";"Commercieel - Wonen";"2 - In onderzoek - voorbereiding";"B - Sloop - Nieuwbouw";0;0;"";"POINT(4.883916 52.354235)";"4,883916";"52,354235";
709;"Museumplein 4";"";"K";"";"Van Gogh Museum";0;0;0;"Kantoor";"Commercieel";"2 - In onderzoek - voorbereiding";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.881674 52.358553)";"4,881674";"52,358553";
710;"Vossiusstraat 54-55";"";"K";"";"";0;0;0;"Kantoor";"Kantoor - Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;1;"";"POINT(4.876728 52.359883)";"4,876728";"52,359883";
711;"Karel du Jardinsstraat 33-35";"";"K";"";"";0;0;0;"Maatschappelijk";"Maatschappelijk - Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;4;"";"POINT(4.893798 52.351437)";"4,893798";"52,351437";
712;"Jollenpad 12";"";"K";"";"";0;0;0;"Kantoor";"Kantoor";"2 - In onderzoek - voorbereiding";"D - Verbouw zelfde functie";0;0;"";"POINT(4.848769 52.335470)";"4,848769";"52,335470";
713;"Van Boshuizenstraat 75";"1083AS";"K";"";"";460;0;0;"Commercieel";"Commercieel";"3 - In uitvoering";"C - Verbouw andere functie";2016;0;"";"POINT(4.888525 52.324823)";"4,888525";"52,324823";
714;"Boelelaan 403";"";"K";"";"";0;0;0;"Kantoor";"Kantoor";"2 - In onderzoek - voorbereiding";"D - Verbouw zelfde functie";0;0;"";"POINT(4.875065 52.334795)";"4,875065";"52,334795";
715;"Senecastraat 109 - 123";"1064ZK";"F";"DX06";"";0;0;0;"Bedrijf";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;17;"";"POINT(4.813107 52.374112)";"4,813107";"52,374112";
717;"Mauritskade 17A";"";"M";"DX13";"";1170;0;0;"Kantoor";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;23;"";"POINT(4.912349 52.360769)";"4,912349";"52,360769";
719;"Heathrowstraat 10 - 12";"";"F";"";"SITA";4700;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.832160 52.385796)";"4,832160";"52,385796";
721;"Amstelveenseweg 1";"";"E";"";"";3412;0;0;"Maatschappelijk";"Hotel";"3 - In uitvoering";"C - Verbouw andere functie";2016;0;"";"POINT(4.855614 52.357479)";"4,855614";"52,357479";
730;"Frederiksplein 1A";"";"A";"";"";0;0;0;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.899967 52.361377)";"4,899967";"52,361377";
731;"Leidsekade 98";"";"A";"";"";0;0;0;"Commercieel";"Commercieel - Maatschappelijk";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.881878 52.363290)";"4,881878";"52,363290";
733;"Vijzelgracht 2a";"";"A";"DX02";"Franse consulaat (walen weeshuis)";2017;0;0;"Kantoor";"Onbekend";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.8911590 52.3618240)";"4,8911590";"52,3618240";
778;"Zocherstraat 23";"";"E";"";"ROC";0;0;0;"Onderwijs";"Wonen";"3 - In uitvoering";"B - Sloop - Nieuwbouw";2016;8;"";"POINT(4.858114 52.357361)";"4,858114";"52,357361";
735;"zeeburgerpad 1 - 8";"";"A";"DX02";"";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.927816 52.366912)";"4,927816";"52,366912";
736;"Zeeburgerpad 12 - 15";"";"A";"DX02";"";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.928889 52.366931)";"4,928889";"52,366931";
737;"Zeeburgerpad 16";"";"A";"DX02";"";241;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.929822 52.366928)";"4,929822";"52,366928";
738;"Zeeburgerpad 17";"";"A";"DX02";"";241;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.929997 52.366928)";"4,929997";"52,366928";
745;"Herengracht 518";"";"A";"";"Museum Geelvinck Hinlopenhuis";638;0;0;"Maatschappelijk";"Onbekend";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.894592 52.364660)";"4,894592";"52,364660";
740;"Sarphatistraat 47 - 55";"";"A";"DX02";"";0;0;0;"Kantoor";"Hotel";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.906265 52.361046)";"4,906265";"52,361046";
741;"Sarphatistraat 720 - 730";"";"A";"DX02";"";640;0;0;"Commercieel";"Onbekend";"1 - Leegstand zonder transformatie";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.924791 52.366627)";"4,924791";"52,366627";
742;"Singel 532 -540";"";"A";"";"De Geelvink";5608;0;0;"Commercieel - Kantoor";"Commercieel - Kantoor";"2 - In onderzoek - voorbereiding";"D - Verbouw zelfde functie";0;0;"";"POINT(4.891856 52.366663)";"4,891856";"52,366663";
743;"Singel 548";"";"A";"";"Muntstaete";6000;0;0;"Kantoor";"Onbekend";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.892719 52.366632)";"4,892719";"52,366632";
744;"Regulierdwarsstraat 50";"";"A";"";"Munthof";1076;0;0;"Commercieel - Kantoor";"Kantoor";"2 - In onderzoek - voorbereiding";"D - Verbouw zelfde functie";0;0;"";"POINT(4.892129 52.366134)";"4,892129";"52,366134";
732;"Maarten Jansz Kosterstraat 18";"";"A";"DX02";"turnzaal";1022;0;0;"Maatschappelijk";"Onbekend";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.902281 52.360671)";"4,902281";"52,360671";
747;"Kleine-Gartmanplantsoen 1-3";"";"A";"";"";370;0;0;"Commercieel";"Commercieel - Hotel";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.883294 52.363880)";"4,883294";"52,363880";
748;"Leidseplein 13-17";"";"A";"";"";1075;0;0;"Wonen";"Hotel";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.883417 52.363998)";"4,883417";"52,363998";
749;"Regulierbreestraat 26";"";"A";"";"Tuchinsky";6293;0;0;"Commercieel";"Commercieel";"2 - In onderzoek - voorbereiding";"D - Verbouw zelfde functie";0;0;"";"POINT(4.894712 52.366510)";"4,894712";"52,366510";
750;"Amstel 98";"";"A";"";"";49;0;0;"Hotel";"Commercieel";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.896822 52.366756)";"4,896822";"52,366756";
751;"Kleine-Gartmanplantsoen 5";"";"A";"";"";673;0;0;"Commercieel";"Commercieel - Hotel";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.883450 52.363679)";"4,883450";"52,363679";
752;"Koningsplein 6-20";"";"A";"";"";9000;0;0;"Commercieel - Kantoor - Wonen";"Commercieel - Kantoor - Wonen";"2 - In onderzoek - voorbereiding";"D - Verbouw zelfde functie";0;0;"";"POINT(4.889149 52.367349)";"4,889149";"52,367349";
753;"Regulierbreestraat 30-32";"";"A";"";"Montecorono Properties bv.";500;0;0;"Commercieel";"Commercieel - Wonen";"3 - In uitvoering";"C - Verbouw andere functie";0;0;"";"POINT(4.894833 52.366477)";"4,894833";"52,366477";
754;"Van Heenvlietlaan 220";"";"K";"";"ING Buitenveste";11;0;0;"Kantoor";"Wonen";"4 - Gerealiseerd";"C - Verbouw andere functie";2014;354;"";"POINT(4.881948 52.326904)";"4,881948";"52,326904";
649;"Willem de Zwijgerlaan 350";"";"E";"";"";0;0;0;"Bedrijf";"Hotel";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.857806 52.382806)";"4,857806";"52,382806";
758;"Plantage middenlaan 62";"";"A";"DX02";"";600;0;0;"Bedrijf";"Kantoor";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.916350 52.364629)";"4,916350";"52,364629";
757;"Plantage muidergracht 59 - 61";"";"A";"DX02";"";298;0;0;"Hotel";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.910376 52.365811)";"4,910376";"52,365811";
759;"Hoogte Kadijk 145 b";"";"A";"DX02";"scheepswerf";1304;0;0;"Bedrijf";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;90;"";"POINT(4.918990 52.368162)";"4,918990";"52,368162";
760;"Oostenburgervoorstraat 71";"";"A";"DX02";"";881;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.924021 52.370209)";"4,924021";"52,370209";
761;"VOC kade 10 - 14";"";"A";"DX02";"";2547;0;0;"Bedrijf";"Kantoor";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.925102 52.371398)";"4,925102";"52,371398";
46;"Condensatorweg 54";"1014AX";"E";"DX04";"";8900;1500;17;"Wonen";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.846284 52.389617)";"4,846284";"52,389617";
766;"Plantage middenlaan 52";"";"A";"";"St jakob";30000;0;0;"Maatschappelijk";"Wonen";"2 - In onderzoek - voorbereiding";"B - Sloop - Nieuwbouw";2017;325;"";"POINT(4.914736 52.365061)";"4,914736";"52,365061";
768;"Cruquiusweg 120";"";"M";"DX18";"";0;0;0;"Bedrijf";"Onbekend";"1 - Leegstand zonder transformatie";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.954402 52.368771)";"4,954402";"52,368771";
769;"Cruquiusweg 142";"";"M";"DX18";"";0;0;0;"Bedrijf";"Onbekend";"9 - Fase nader te bepalen";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.955091 52.369858)";"4,955091";"52,369858";
846;"TT Vasumweg 122-124";"";"N";"DX18";"";1700;1400;83;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.886099 52.408224)";"4,886099";"52,408224";
771;"Cruquiusweg 150 - 154";"";"M";"DX18";"";0;0;0;"Bedrijf";"Onbekend";"9 - Fase nader te bepalen";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.954735 52.371642)";"4,954735";"52,371642";
772;"Jan Tooropstraat 1";"";"F";"DX09";"";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.836323 52.359602)";"4,836323";"52,359602";
773;"Papaverweg 35";"";"N";"DX";"";3486;0;0;"Kantoor";"Wonen";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.905795 52.395220)";"4,905795";"52,395220";
774;"tweede constantijn Huygensstraat 37 - 39";"";"E";"DX05";"";0;0;0;"Maatschappelijk";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;120;"";"POINT(4.872724 52.364103)";"4,872724";"52,364103";
775;"H.J.E. Wenkebachweg 90 -108";"";"M";"DX15";"";0;0;0;"Bedrijf - Kantoor";"Hotel";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.927610 52.334808)";"4,927610";"52,334808";
776;"Bos en Lommerweg 156 I";"";"E";"DX04";"";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.854010 52.380575)";"4,854010";"52,380575";
891;"Keizergracht 612";"1017EP";"A";"DX02";"";252;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.8902786 52.3638954)";"4,8902786";"52,3638954";
892;"Keizersgracht 743";"1017 D";"A";"DX02";"";423;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.8998299 52.3643641)";"4,8998299";"52,3643641";
782;"1e van swindestraat 74 -76";"";"M";"DX13";"";278;0;0;"Commercieel";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;12;"";"POINT(4.928018 52.362626)";"4,928018";"52,362626";
784;"Kalkoenstraat 11";"";"N";"";"";0;0;0;"Kantoor";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;9;"";"POINT(4.923364 52.389225)";"4,923364";"52,389225";
785;"Kerkstraat 403";"";"A";"DX02";"";0;0;0;"Bedrijf";"Wonen";"2 - In onderzoek - voorbereiding";"B - Sloop - Nieuwbouw";2017;1;"";"POINT(4.899621 52.363148)";"4,899621";"52,363148";
786;"Utrechtsedwarsstraat 74";"";"A";"DX02";"";0;0;0;"Bedrijf";"Wonen";"2 - In onderzoek - voorbereiding";"B - Sloop - Nieuwbouw";2017;2;"";"POINT(4.898951 52.361378)";"4,898951";"52,361378";
787;"Lijnbaansgracht 111 / Rozengracht 204 nevenadres";"";"A";"DX02";"";0;0;0;"Commercieel";"Wonen";"2 - In onderzoek - voorbereiding";"B - Sloop - Nieuwbouw";2017;3;"";"POINT(4.876782 52.372843)";"4,876782";"52,372843";
788;"Fokke simonszstraat 61 - 63";"";"A";"DX02";"";0;0;0;"Maatschappelijk";"Wonen";"2 - In onderzoek - voorbereiding";"B - Sloop - Nieuwbouw";2017;19;"";"POINT(4.894632 52.360302)";"4,894632";"52,360302";
792;"Jacob geelstraat 54";"";"A";"";"comeniuslyceum";0;0;0;"Onderwijs";"Wonen";"2 - In onderzoek - voorbereiding";"B - Sloop - Nieuwbouw";2017;76;"";"POINT(4.830935 52.359579)";"4,830935";"52,359579";
793;"Jan Tooropstraat 5";"";"F";"";"";0;0;0;"Maatschappelijk";"Wonen";"2 - In onderzoek - voorbereiding";"B - Sloop - Nieuwbouw";2017;13;"";"POINT(4.836265 52.359995)";"4,836265";"52,359995";
794;"Hondecoeterstraat 10";"";"K";"";"";0;0;0;"Bedrijf";"Wonen";"2 - In onderzoek - voorbereiding";"B - Sloop - Nieuwbouw";2017;8;"";"POINT(4.878070 52.354495)";"4,878070";"52,354495";
795;"Bessemerstraat 23";"";"M";"";"";0;0;0;"Bedrijf";"Wonen";"2 - In onderzoek - voorbereiding";"B - Sloop - Nieuwbouw";2017;4;"";"POINT(4.923972 52.352037)";"4,923972";"52,352037";
796;"Zeeburgerdijk 112 / Billitonstraat 1";"";"M";"DX15";"modeschool";0;0;0;"Onderwijs";"Wonen";"2 - In onderzoek - voorbereiding";"B - Sloop - Nieuwbouw";2017;26;"";"POINT(4.938156 52.365947)";"4,938156";"52,365947";
799;"Centrale groothandelsmarkt ??";"";"E";"";"Foodcenter";0;0;0;"Bedrijf";"Wonen";"2 - In onderzoek - voorbereiding";"B - Sloop - Nieuwbouw";2018;100;"";"POINT(4.868028 52.376982)";"4,868028";"52,376982";
