OBJECTNUMMER;Adres;Postcode;STADSDEEL_CODE;GEBIED22_CODE;Gebouwnaam;Bruto_vloeroppervlak;Leegstand_bvo;Leegstand_perc;Huidige_functie;Toekomstige_functie;Transformatiefase;Transformatiewijze;Startbouw;Aantal_woningen;Website;COORDS;LNG;LAT;
314;"Van Ollefenstraat 9";"1065GJ";"F";"DX09";"";1200;0;0;"Religie";"Wonen";"4 - Gerealiseerd";"B - Sloop - Nieuwbouw";2015;12;"";"POINT(4.825336 52.354782)";"4,825336";"52,354782";
315;"Johan Huizingalaan 124-128";"1065JE";"F";"DX09";"";1100;200;18;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.826561 52.360073)";"4,826561";"52,360073";
317;"Tourniairestraat 1";"1065KK";"F";"DX09";"";3000;0;0;"Kantoor";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2015;140;"";"POINT(4.824901 52.355535)";"4,824901";"52,355535";
318;"Reinier Engelmanstraat 2";"1065TT";"F";"DX09";"Lewenstein";3720;1395;38;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.830651 52.355904)";"4,830651";"52,355904";
319;"Ottho Heldringstraat 7U";"1066AZ";"F";"DX09";"Jamboni at work";100;100;100;"Kantoor";"Wonen";"9 - Fase nader te bepalen";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.832606 52.349783)";"4,832606";"52,349783";
320;"Sloterweg 700";"1066CN";"F";"DX08";"";0;0;0;"Onderwijs";"Wonen";"3 - In uitvoering";"B - Sloop - Nieuwbouw";2015;39;"";"POINT(4.821951 52.342794)";"4,821951";"52,342794";
842;"Bos en Lommerplein 270-280";"";"E";"";"Bruggegebouw Noord";8263;3720;45;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.844166 52.378349)";"4,844166";"52,378349";
322;"John M. Keynesplein 12-46";"";"F";"DX08";"Tiara";10500;10500;100;"Kantoor";"Kantoor";"4 - Gerealiseerd";"D - Verbouw zelfde functie";0;0;"http://www.deka-immobilien.de";"POINT(4.823640 52.341138)";"4,823640";"52,341138";
324;"Anderlechtlaan 175";"1066HM";"F";"DX08";"";3000;0;0;"Kantoor";"Onderwijs";"9 - Fase nader te bepalen";"C - Verbouw andere functie";0;0;"";"POINT(4.812022 52.343502)";"4,812022";"52,343502";
325;"Anderlechtlaan 179";"1066HM";"F";"DX08";"Fabiola";3000;2100;70;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.812057 52.343106)";"4,812057";"52,343106";
326;"Thomas R. Malthusstraat 1-3";"";"F";"DX08";"Adam Smithbuilding";22914;12397;54;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"D - Verbouw zelfde functie";0;0;"http://www.deka-immobilien.de";"POINT(4.823959 52.339951)";"4,823959";"52,339951";
723;"David Ricardostraat 2-4";"";"F";"";"Dynatos";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2018;290;"";"POINT(4.826893 52.342104)";"4,826893";"52,342104";
327;"David Ricardostraat 1";"1066JS";"F";"DX08";"Atradius";14271;1300;9;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.827029 52.341190)";"4,827029";"52,341190";
328;"Johan Huizingalaan 400";"";"F";"DX08";"Flightdeck";18394;12871;47;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.826430 52.340227)";"4,826430";"52,340227";
329;"Laan van Vlaanderen 141";"1066MP";"F";"DX08";"Citystudio";2100;0;0;"Kantoor";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2015;36;"";"POINT(4.81644 52.346848)";"4,81644";"52,346848";
330;"Hageland 132-134";"1066SB";"F";"DX08";"Hageland";1100;600;0;"Kantoor";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;17;"";"POINT(4.812171 52.345235)";"4,812171";"52,345235";
332;"Johan Huizingalaan 761";"";"F";"DX08";"";16475;0;0;"Onbekend";"Commercieel";"4 - Gerealiseerd";"C - Verbouw andere functie";2014;0;"";"POINT(4.829504 52.343154)";"4,829504";"52,343154";
681;"Derde Hugo de Grootstraat 5";"";"E";"DX03";"";750;0;0;"Commercieel";"Maatschappelijk - Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;6;"";"POINT(4.872979 52.373440)";"4,872979";"52,373440";
334;"Willebroekstraat 62";"1066WE";"F";"DX08";"";200;200;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.805392 52.344404)";"4,805392";"52,344404";
335;"Ottho Heldringstraat 31D";"1066XT";"F";"DX09";"Jamboni at work";100;100;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.832649 52.348687)";"4,832649";"52,348687";
337;"Ottho Heldringstraat 41";"1066XT";"F";"DX09";"";3900;0;0;"Kantoor";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;65;"";"POINT(4.833153 52.347837)";"4,833153";"52,347837";
338;"Dolhaantjestraat 20";"1067AB";"F";"DX06";"Geuzenveld";2800;0;0;"Maatschappelijk";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;66;"";"POINT(4.807442 52.383760)";"4,807442";"52,383760";
339;"Ruys de Beerenbrouckstraat 23";"1067BL";"F";"DX06";"De Den";2152;0;0;"Maatschappelijk";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;25;"";"POINT(4.804177 52.382245)";"4,804177";"52,382245";
340;"Aalbersestraat 244";"";"F";"DX06";"";481;0;0;"Maatschappelijk";"Onbekend";"9 - Fase nader te bepalen";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.798280 52.379466)";"4,798280";"52,379466";
341;"Nicolaas Ruychaverstraat 18";"1067NH";"F";"DX06";"";100;100;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.804983 52.376793)";"4,804983";"52,376793";
348;"Osdorpplein 256";"1068ER";"F";"DX07";"";1480;1480;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.804971 52.359744)";"4,804971";"52,359744";
349;"Osdorpplein 357";"1068EV";"F";"DX07";"";300;300;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.803841 52.359711)";"4,803841";"52,359711";
350;"Osdorpplein 406";"1068EV";"F";"DX07";"";100;100;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.802845 52.359527)";"4,802845";"52,359527";
351;"Osdorper Ban 1-33";"1068LD";"F";"DX07";"T-point";3700;1100;29;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.804068 52.36257)";"4,804068";"52,36257";
352;"Osdorpplein 113-119";"1068SP";"F";"DX07";"";100;100;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.806855 52.359403)";"4,806855";"52,359403";
356;"Jan Rebelstraat 20";"";"F";"DX07";"";0;0;0;"Kantoor";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2015;36;"";"POINT(4.785860 52.361743)";"4,785860";"52,361743";
358;"Keurenplein 11";"1069CD";"F";"DX07";"";2800;0;0;"Kantoor";"Kantoor";"4 - Gerealiseerd";"D - Verbouw zelfde functie";0;0;"";"POINT(4.784260 52.360647)";"4,784260";"52,360647";
359;"Baden Powellweg 281";"1069LH";"F";"DX07";"";600;0;0;"Kantoor";"Kantoor";"4 - Gerealiseerd";"D - Verbouw zelfde functie";0;0;"";"POINT(4.795050 52.348577)";"4,795050";"52,348577";
360;"Baden Powellweg 305";"1069LH";"F";"DX07";"Aeckerstyn";1900;800;42;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.795339 52.348902)";"4,795339";"52,348902";
361;"Noorderakerweg 90";"1069LW";"F";"DX08";"";700;0;0;"Kantoor";"Kantoor";"4 - Gerealiseerd";"D - Verbouw zelfde functie";0;0;"";"POINT(4.778109 52.351044)";"4,778109";"52,351044";
363;"Van Baerlestraat 70";"1071BA";"K";"DX10";"";420;0;0;"Commercieel - Wonen";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;2;"";"POINT(4.878759 52.357475)";"4,878759";"52,357475";
364;"Van Baerlestraat 76";"1071BB";"K";"DX10";"";182;0;0;"Commercieel - Wonen";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2015;3;"";"POINT(4.878884 52.357271)";"4,878884";"52,357271";
365;"Pieter Cornelisz. Hooftstraat 91";"1071BR";"K";"DX10";"";720;0;0;"Commercieel - Wonen";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;3;"";"POINT(4.879964 52.359943)";"4,879964";"52,359943";
366;"Paulus Potterstraat 22-24";"";"K";"DX10";"";1100;0;0;"Kantoor";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;3;"";"POINT(4.880886 52.358949)";"4,880886";"52,358949";
716;"Koningslaan 32";"1075AD";"K";"DX10";"";1731;0;0;"Kantoor";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;4;"";"POINT(4.863827 52.355468)";"4,863827";"52,355468";
367;"Honthorststraat 20";"";"K";"DX10";"Villa Alsberg";1200;1200;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.881979 52.358722)";"4,881979";"52,358722";
368;"Johannes Vermeerstraat 31";"1071DL";"K";"DX10";"";914;0;0;"Maatschappelijk";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;16;"";"POINT(4.884222 52.356876)";"4,884222";"52,356876";
370;"Gabriël Metsustraat 2 / Van Baerlestraat 39-43";"1071EA";"K";"DX10";"";0;0;0;"Bedrijf";"Commercieel";"1 - Leegstand zonder transformatie";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.880699 52.356027)";"4,880699";"52,356027";
371;"Gabriël Metsustraat 8";"1071EA";"K";"DX10";"";0;0;0;"Bedrijf";"Commercieel - Kantoor";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;0;"";"POINT(4.881214 52.355922)";"4,881214";"52,355922";
372;"Gabriël Metsustraat 16";"1071EB";"K";"DX10";"";0;0;0;"Onbekend";"Commercieel";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;0;"";"POINT(4.881817 52.355807)";"4,881817";"52,355807";
373;"Van Eeghenstraat 70";"";"K";"DX10";"Nationale Postcodeloterij";2300;0;0;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.872993 52.357641)";"4,872993";"52,357641";
374;"Emmastraat 7";"";"K";"DX10";"";625;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.868547 52.355024)";"4,868547";"52,355024";
376;"Frans van Mierisstraat 90-94";"1071RZ";"K";"DX10";"De Gruijterlocatie";5300;5300;100;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;6;"";"POINT(4.878517 52.353805)";"4,878517";"52,353805";
377;"Bartholomeus Ruloffsstraat 5 / Bronckhorststraat 24";"1071WJ";"K";"DX10";"Oude Renaultgarage";2500;0;0;"Bedrijf";"Wonen";"2 - In onderzoek - voorbereiding";"B - Sloop - Nieuwbouw";2017;18;"";"POINT(4.879114 52.352571)";"4,879114";"52,352571";
378;"Ruysdaelstraat 77";"1071XB";"K";"DX10";"";0;0;0;"Onbekend";"Wonen";"3 - In uitvoering";"B - Sloop - Nieuwbouw";2015;12;"";"POINT(4.879928 52.353249)";"4,879928";"52,353249";
379;"Ruysdaelstraat 58-60";"";"K";"DX10";"";1100;1100;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.882870 52.353998)";"4,882870";"52,353998";
380;"Hobbemakade 31 / Pieter de Hoochstraat 11";"1071XK";"K";"DX10";"KPN gebouw";5829;0;0;"Kantoor";"Maatschappelijk - Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;28;"";"POINT(4.886035 52.356634)";"4,886035";"52,356634";
382;"Cornelis Troostplein 23 / Ferdinand Bolstraat 188A";"1072JJ";"K";"DX12";"Voormalig UWV gebouw";0;0;0;"Kantoor";"Onbekend";"2 - In onderzoek - voorbereiding";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.891290 52.350484)";"4,891290";"52,350484";
625;"Fred Roeskestraat 115-123";"";"K";"DX11";"1992";4100;0;0;"Kantoor";"Onbekend";"9 - Fase nader te bepalen";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.858907 52.340767)";"4,858907";"52,340767";
386;"Stadhouderskade 84";"";"K";"DX12";"Stadhoudersstaete";4458;0;0;"Maatschappelijk";"Onbekend";"9 - Fase nader te bepalen";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.893514 52.357755)";"4,893514";"52,357755";
387;"Eerste Sweelinckstraat 10";"1073CM";"K";"DX12";"Badcuyp";0;0;0;"Commercieel";"Commercieel - Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;5;"";"POINT(4.897073 52.356662)";"4,897073";"52,356662";
388;"Lutmastraat 175";"1073GX";"K";"DX12";"";0;0;0;"Onderwijs";"Maatschappelijk - Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;15;"";"POINT(4.902104 52.351662)";"4,902104";"52,351662";
389;"Lutmastraat 181-183";"1073GX";"K";"DX12";"";0;0;0;"Maatschappelijk";"Maatschappelijk - Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;36;"";"POINT(4.9024270 52.3516780)";"4,9024270";"52,3516780";
390;"Karel du Jardinstraat 61-67";"1073TB";"K";"DX12";"Oud stadsdeelkantoor";6800;6800;100;"Kantoor";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2017;74;"http://www.nsi.nl";"POINT(4.896746 52.351718)";"4,896746";"52,351718";
392;"Van Ostadestraat 268";"1073TV";"K";"DX12";"Afrikahuis";0;0;0;"Religie";"Maatschappelijk - Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;8;"";"POINT(4.897599 52.352926)";"4,897599";"52,352926";
393;"Stadhouderskade 123";"1074AV";"K";"DX12";"";0;0;0;"Commercieel";"Onbekend";"2 - In onderzoek - voorbereiding";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.899547 52.357699)";"4,899547";"52,357699";
394;"Amsteldijk 35";"1074JK";"K";"DX12";"Het Amstelhuis";0;0;0;"Maatschappelijk";"Wonen";"4 - Gerealiseerd";"C - Verbouw andere functie";2015;121;"";"POINT(4.904985 52.355744)";"4,904985";"52,355744";
396;"Koningslaan 39";"1075AB";"K";"DX10";"";696;0;0;"Kantoor - Wonen";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;5;"";"POINT(4.861264 52.354747)";"4,861264";"52,354747";
397;"Valeriusplein 9 / Lassusstraat 2";"1075BG";"K";"DX10";"";0;0;0;"Maatschappelijk";"Maatschappelijk - Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;30;"";"POINT(4.864924 52.352676)";"4,864924";"52,352676";
398;"Valeriusplein 12";"";"K";"DX10";"";1600;0;0;"Kantoor";"Wonen";"4 - Gerealiseerd";"C - Verbouw andere functie";2014;10;"";"POINT(4.863306 52.352574)";"4,863306";"52,352574";
399;"Koninginneweg 29";"1075CG";"K";"DX10";"Politiebureau";1100;1100;100;"Kantoor";"Maatschappelijk";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.8681750 52.3549750)";"4,8681750";"52,3549750";
401;"Koninginneweg 28";"1075CZ";"K";"DX10";"";1803;0;0;"Hotel";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;5;"";"POINT(4.867008 52.354386)";"4,867008";"52,354386";
402;"Koninginneweg 184A";"1075EH";"K";"DX10";"";475;0;0;"Kantoor - Wonen";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;8;"";"POINT(4.859092 52.352266)";"4,859092";"52,352266";
403;"Brachthuyzerstraat 4-8";"";"K";"DX10";"";1600;1600;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.866536 52.353721)";"4,866536";"52,353721";
404;"Karperweg 5";"1075LA";"K";"DX10";"";335;0;0;"Religie";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2017;2;"";"POINT(4.856827 52.348596)";"4,856827";"52,348596";
405;"Havenstraat 6";"1075PR";"K";"DX10";"Huis van Bewaring";10801;0;0;"Maatschappelijk";"Onderwijs";"2 - In onderzoek - voorbereiding";"B - Sloop - Nieuwbouw";2018;0;"";"POINT(4.85625 52.349802)";"4,85625";"52,349802";
406;"Schinkelkade 69";"1075VM";"K";"DX10";"kavel in uitvoering";7000;0;0;"Maatschappelijk";"Maatschappelijk - Wonen";"3 - In uitvoering";"B - Sloop - Nieuwbouw";2016;63;"";"POINT(4.852481 52.349925)";"4,852481";"52,349925";
407;"Locatellikade 1";"1076AZ";"K";"DX11";"Parnassustoren";7000;7000;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"http://www.pramericarei.com";"POINT(4.867331 52.343505)";"4,867331";"52,343505";
408;"Stadionplein 22-24";"1076CM";"K";"DX10";"Citroengebouwen";15523;0;0;"Bedrijf - Commercieel";"Commercieel";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;0;"";"POINT(4.856233 52.344677)";"4,856233";"52,344677";
409;"Stadionplein 26-30";"1076CM";"K";"DX10";"Citroengebouwen";10000;0;0;"Bedrijf - Commercieel";"Commercieel";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;0;"";"POINT(4.856606 52.342926)";"4,856606";"52,342926";
410;"IJsbaanpad 12";"1076CV";"K";"DX10";"kavel in uitvoering";0;0;0;"Onbekend";"Hotel";"2 - In onderzoek - voorbereiding";"B - Sloop - Nieuwbouw";2017;0;"";"POINT(4.852883 52.341345)";"4,852883";"52,341345";
411;"IJsbaanpad 1-5 / Amstelveenseweg 404";"1076CV";"K";"DX10";"Garden court";4100;4100;100;"Kantoor";"Kantoor";"2 - In onderzoek - voorbereiding";"E - Transformatiewijze nader te bepalen";0;0;"http://www.hsbctrinkaus-realestate.de";"POINT(4.856798 52.340762)";"4,856798";"52,340762";
412;"IJsbaanpad 2";"1076CV";"K";"DX10";"Noordzone Ijsbaanpad";8368;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"E - Transformatiewijze nader te bepalen";2019;150;"";"POINT(4.856541 52.341408)";"4,856541";"52,341408";
414;"Peter van Anrooystraat 7";"";"K";"DX11";"";4000;0;0;"Kantoor";"Onbekend";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.866801 52.342371)";"4,866801";"52,342371";
415;"Burgerweeshuispad 201-241";"1076GR";"K";"DX10";"Tripolis";6200;6200;100;"Kantoor";"Kantoor";"2 - In onderzoek - voorbereiding";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.856581 52.339270)";"4,856581";"52,339270";
416;"Burgerweeshuispad 301-341";"1076HR";"K";"DX10";"Tripolis";12000;12000;100;"Kantoor";"Kantoor";"2 - In onderzoek - voorbereiding";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.855848 52.339239)";"4,855848";"52,339239";
417;"Stadionweg 267";"1076NZ";"K";"DX10";"";574;0;0;"Religie";"Maatschappelijk - Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;6;"";"POINT(4.859165 52.344905)";"4,859165";"52,344905";
418;"Memlingstraat 2";"1077LR";"K";"DX10";"";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"B - Sloop - Nieuwbouw";0;0;"";"POINT(4.874417 52.349998)";"4,874417";"52,349998";
419;"Prinses Irenestraat 37";"1077WV";"K";"DX11";"";4250;0;0;"Onderwijs";"Onbekend";"9 - Fase nader te bepalen";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.875131 52.341571)";"4,875131";"52,341571";
420;"Prinses Irenestraat 43";"1077WV";"K";"DX11";"";7237;0;0;"Kantoor";"Onbekend";"9 - Fase nader te bepalen";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.873856 52.341440)";"4,873856";"52,341440";
421;"Prinses Irenestraat 59";"1077WV";"K";"DX11";"";13156;0;0;"Kantoor";"Onbekend";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.8697190 52.3413500)";"4,8697190";"52,3413500";
422;"Strawinskylaan 1999";"";"K";"DX11";"WTC I";14108;14108;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.8725010 52.3405530)";"4,8725010";"52,3405530";
423;"Strawinskylaan 1-1791";"1077XW";"K";"DX11";"";18390;0;0;"Kantoor";"Commercieel - Hotel - Kantoor";"9 - Fase nader te bepalen";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.874248 52.340471)";"4,874248";"52,340471";
424;"Strawinskylaan 2001-2041";"";"K";"DX11";"Stibbe Toren";16000;16000;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.8712870 52.3402060)";"4,8712870";"52,3402060";
425;"Strawinskylaan 2501-2631";"";"K";"DX11";"Atrium toren A";16000;9300;58;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.870952 52.340043)";"4,870952";"52,340043";
426;"Scheldeplein 1";"1078GR";"K";"DX12";"Knijn Bowling";0;0;0;"Commercieel";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;8;"";"POINT(4.891353 52.344397)";"4,891353";"52,344397";
428;"Dintelstraat 15";"1078VN";"K";"DX12";"Mediacollege";6000;0;0;"Onderwijs";"Commercieel - Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;32;"";"POINT(4.893166 52.344601)";"4,893166";"52,344601";
767;"Cruqiusweg 113 -118";"";"M";"DX14";"";0;0;0;"Bedrijf";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.953884 52.371067)";"4,953884";"52,371067";
705;"Akerwateringstraat 241";"1069GD";"F";"DX07";"De Aak";0;0;0;"Maatschappelijk";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;28;"";"POINT(4.785753 52.354013)";"4,785753";"52,354013";
706;"Jachthavenweg 111";"";"K";"";"Zuiderhof";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"B - Sloop - Nieuwbouw";0;0;"";"POINT(4.854809 52.336349)";"4,854809";"52,336349";
431;"Amsteldijk 194";"1079LK";"K";"DX12";"Amstelstaete";1975;593;30;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.9134520 52.3422790)";"4,9134520";"52,3422790";
432;"Amsteldijk 216";"1079LK";"K";"DX12";"Fordgarage";5379;0;0;"Bedrijf";"Wonen";"2 - In onderzoek - voorbereiding";"B - Sloop - Nieuwbouw";2018;75;"";"POINT(4.907772 52.339578)";"4,907772";"52,339578";
434;"President Kennedylaan 1";"1079MB";"K";"DX12";"";1017;0;0;"Kantoor";"Wonen";"9 - Fase nader te bepalen";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.913114 52.342313)";"4,913114";"52,342313";
435;"Veluwelaan 20";"1079RA";"K";"DX12";"";0;0;0;"Religie";"Religie";"2 - In onderzoek - voorbereiding";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.896992 52.339138)";"4,896992";"52,339138";
436;"Veluwelaan 22";"1079RA";"K";"DX12";"";1000;1000;100;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.8968490 52.3388230)";"4,8968490";"52,3388230";
438;"Hunzestraat 87";"";"K";"DX12";"Maranathakerk";0;0;0;"Kantoor";"Maatschappelijk";"3 - In uitvoering";"C - Verbouw andere functie";2016;0;"";"POINT(4.905216 52.342163)";"4,905216";"52,342163";
439;"Buitenveldertselaan 78";"1081AB";"K";"DX11";"";4250;0;0;"Onbekend";"Commercieel - Wonen";"2 - In onderzoek - voorbereiding";"E - Transformatiewijze nader te bepalen";2017;0;"";"POINT(4.868334 52.327528)";"4,868334";"52,327528";
440;"Zwaansvliet 5";"";"K";"DX11";"Zwaansvliet";3200;2793;87;"Kantoor";"Maatschappelijk";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.8659560 52.3255870)";"4,8659560";"52,3255870";
441;"Noordhollandstraat 71";"1081AS";"K";"DX11";"Noordhollandstaete";2758;0;0;"Kantoor";"Kantoor";"4 - Gerealiseerd";"D - Verbouw zelfde functie";0;0;"";"POINT(4.866000 52.323949)";"4,866000";"52,323949";
442;"Van der Boechorststraat 26";"1081BT";"K";"DX11";"Joods-cultureel centrum";0;0;0;"Religie";"Onbekend";"2 - In onderzoek - voorbereiding";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.861583 52.331931)";"4,861583";"52,331931";
443;"De Cuserstraat 93";"1081CN";"K";"DX11";"";2200;1100;50;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.858267 52.323369)";"4,858267";"52,323369";
444;"Arent Janszoon Ernststraat 1179";"1081HL";"K";"DX11";"Cordaan";1452;0;0;"Maatschappelijk";"Onderwijs";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.865914 52.331725)";"4,865914";"52,331725";
445;"Arent Janszoon Ernststraat 1187";"1081HL";"K";"DX11";"GGZ inGeest";6981;0;0;"Maatschappelijk";"Onderwijs";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.864807 52.331799)";"4,864807";"52,331799";
701;"Zwaansvliet 3";"";"K";"DX11";"";0;0;0;"Kantoor";"Hotel";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.866541 52.325590)";"4,866541";"52,325590";
446;"Amstelveenseweg 754-760";"1081JK";"K";"DX11";"Lakewood estate";4874;2312;47;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.8568710 52.3322160)";"4,8568710";"52,3322160";
447;"Koenenkade 8";"1081KH";"K";"DX11";"Wellness Spa Zuiver";0;0;0;"Commercieel";"Hotel";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.852352 52.331009)";"4,852352";"52,331009";
